
10000; 0.001
20000; 0.001
30000; 0.001
40000; 0.002
50000; 0.003
60000; 0.004
70000; 0.005
80000; 0.003
90000; 0.004
100000; 0.007
110000; 0.005
120000; 0.006
130000; 0.010
140000; 0.007
150000; 0.007
160000; 0.008
170000; 0.012
180000; 0.011
190000; 0.009
200000; 0.010
